data_id,pred_len,auxi_mode,mse,mae,exp_dir
ECL,720,Soft-DTW,0.2398003488779068,0.32163041830062866,/mnt/tidalfs-bdsz01/usr/panlicheng/workspace/ProjDF-OT/results_OT/diff_loss/Fredformer_ECL_720_0.9995_0.0005_0.005_TST_100_5_32_None_soft_dtw
ECL,Avg,Soft-DTW,0.20579168945550919,0.29776304960250854,
ECL,96,DTW,0.15764255821704865,0.25282612442970276,/mnt/tidalfs-bdsz01/usr/panlicheng/workspace/ProjDF-OT/results_OT/diff_loss/Fredformer_ECL_96_0.9995_0.0005_0.005_TST_100_5_32_None_dtw
ECL,192,DTW,0.21550889313220978,0.30728694796562195,/mnt/tidalfs-bdsz01/usr/panlicheng/workspace/ProjDF-OT/results_OT/diff_loss/Fredformer_ECL_192_0.9995_0.0005_0.005_TST_100_5_32_None_dtw
ECL,336,DTW,0.19889439642429352,0.29475662112236023,/mnt/tidalfs-bdsz01/usr/panlicheng/workspace/ProjDF-OT/results_OT/diff_loss/Fredformer_ECL_336_0.9995_0.0005_0.005_TST_100_5_32_None_dtw
ECL,720,DTW,0.23498667776584625,0.3221052289009094,/mnt/tidalfs-bdsz01/usr/panlicheng/workspace/ProjDF-OT/results_OT/diff_loss/Fredformer_ECL_720_0.9995_0.0005_0.005_TST_100_5_32_None_dtw
ECL,Avg,DTW,0.20175813138484955,0.2942437306046486,
Weather,96,DF,0.1801917850971222,0.2197628319263458,/data/home/Licheng/workspace/TSF-PCA/results_PCA/baselines/Fredformer_Weather_96_1.0_0.0_0.001_type3_100_5_128_32_3_8_32_8
Weather,192,DF,0.2223790735006332,0.2576284408569336,/data/home/Licheng/workspace/TSF-PCA/results_PCA/baselines/Fredformer_Weather_192_1.0_0.0_0.001_type3_100_5_128_32_3_8_32_8
Weather,336,DF,0.2834919393062591,0.3009756207466125,/data/home/Licheng/workspace/TSF-PCA/results_PCA/baselines/Fredformer_Weather_336_1.0_0.0_0.001_type3_100_5_128_16_3_8_32_8
Weather,720,DF,0.3576559126377105,0.3484996855258941,/data/home/Licheng/workspace/TSF-PCA/results_PCA/baselines/Fredformer_Weather_720_1.0_0.0_0.001_type3_100_5_128_16_3_8_32_8
Weather,Avg,DF,0.26092967763543123,0.28171664476394653,
Weather,96,Time-o1,0.1712098568677902,0.2082905322313308,/mnt/tidalfs-bdsz01/usr/panlicheng/workspace/ProjDF-OT/results_OT/diff_loss/Fredformer_Weather_PCA_96_0.0_1.0_0.001_type3_100_5_128_32_3_8_32_8_MAE_0_1_T_0.6
Weather,192,Time-o1,0.2194599211215973,0.2528133392333984,/mnt/tidalfs-bdsz01/usr/panlicheng/workspace/ProjDF-OT/results_OT/diff_loss/Fredformer_Weather_PCA_192_0.0_1.0_0.001_type3_100_5_128_32_3_8_32_8_MAE_0_1_T_1.0
Weather,336,Time-o1,0.2767519950866699,0.2953278720378876,/mnt/tidalfs-bdsz01/usr/panlicheng/workspace/ProjDF-OT/results_OT/diff_loss/Fredformer_Weather_PCA_336_0.0_1.0_0.001_type3_100_5_128_16_3_8_32_8_MAE_0_1_T_0.6
Weather,720,Time-o1,0.3532553315162658,0.3463561832904815,/mnt/tidalfs-bdsz01/usr/panlicheng/workspace/ProjDF-OT/results_OT/diff_loss/Fredformer_Weather_PCA_720_0.0_1.0_0.001_type3_100_5_128_16_3_8_32_8_MAE_0_1_T_1.0
Weather,Avg,Time-o1,0.2551692761480808,0.27569698169827456,
Weather,96,FreDF,0.1737947165966034,0.2129564881324768,/mnt/tidalfs-bdsz01/usr/panlicheng/workspace/ProjDF-OT/results_OT/diff_loss/Fredformer_Weather_96_0.2_0.8_0.001_type3_100_5_128_MAE_rfft
Weather,192,FreDF,0.21949446201324463,0.25372105836868286,/mnt/tidalfs-bdsz01/usr/panlicheng/workspace/ProjDF-OT/results_OT/diff_loss/Fredformer_Weather_192_0.2_0.8_0.001_type3_100_5_128_MAE_rfft
Weather,336,FreDF,0.2780168354511261,0.2960929274559021,/mnt/tidalfs-bdsz01/usr/panlicheng/workspace/ProjDF-OT/results_OT/diff_loss/Fredformer_Weather_336_0.2_0.8_0.001_type3_100_5_128_MAE_rfft
Weather,720,FreDF,0.35353052616119385,0.34654340147972107,/mnt/tidalfs-bdsz01/usr/panlicheng/workspace/ProjDF-OT/results_OT/diff_loss/Fredformer_Weather_720_0.2_0.8_0.001_type3_100_5_128_MAE_rfft
Weather,Avg,FreDF,0.256209135055542,0.2773284688591957,
Weather,96,Fourier Koopman,0.17379815876483917,0.2141699194908142,/mnt/tidalfs-bdsz01/usr/panlicheng/workspace/ProjDF-OT/results_OT/diff_loss/Fredformer_Weather_96_0.2_0.8_0.001_type3_100_5_128_None_fourier_koopman
Weather,192,Fourier Koopman,0.22021006047725677,0.25595903396606445,/mnt/tidalfs-bdsz01/usr/panlicheng/workspace/ProjDF-OT/results_OT/diff_loss/Fredformer_Weather_192_0.2_0.8_0.001_type3_100_5_128_None_fourier_koopman
Weather,336,Fourier Koopman,0.2795639634132385,0.2983715236186981,/mnt/tidalfs-bdsz01/usr/panlicheng/workspace/ProjDF-OT/results_OT/diff_loss/Fredformer_Weather_336_0.2_0.8_0.001_type3_100_5_128_None_fourier_koopman
Weather,720,Fourier Koopman,0.354267418384552,0.3474096357822418,/mnt/tidalfs-bdsz01/usr/panlicheng/workspace/ProjDF-OT/results_OT/diff_loss/Fredformer_Weather_720_0.2_0.8_0.001_type3_100_5_128_None_fourier_koopman
Weather,Avg,Fourier Koopman,0.2569599002599716,0.27897752821445465,
Weather,96,Dilate,0.1729109287261963,0.21365337073802948,/mnt/tidalfs-bdsz01/usr/panlicheng/workspace/ProjDF-OT/results_OT/diff_loss/Fredformer_Weather_96_0.9995_0.0005_0.001_type3_100_5_128_None_dilate_cuda
Weather,192,Dilate,0.2253478467464447,0.25952115654945374,/mnt/tidalfs-bdsz01/usr/panlicheng/workspace/ProjDF-OT/results_OT/diff_loss/Fredformer_Weather_192_0.9995_0.0005_0.001_type3_100_5_128_None_dilate_cuda
Weather,336,Dilate,0.27950048446655273,0.2989141047000885,/mnt/tidalfs-bdsz01/usr/panlicheng/workspace/ProjDF-OT/results_OT/diff_loss/Fredformer_Weather_336_0.9995_0.0005_0.001_type3_100_5_128_None_dilate_cuda
Weather,720,Dilate,0.35527122020721436,0.34788861870765686,/mnt/tidalfs-bdsz01/usr/panlicheng/workspace/ProjDF-OT/results_OT/diff_loss/Fredformer_Weather_720_0.9995_0.0005_0.001_type3_100_5_128_None_dilate_cuda
