model,pred_len,data_id,learning_rate,batch_size,patience,individual,train_epochs,lradj,mse,mae,mape,mspe,exp_dir
DLinear,336,Weather,0.0005,32,3,0,10,type1,0.28182488679885864,0.332035094499588,2.6247751712799072,50459.08203125,/data/home/Licheng/workspace/TSF-CCA/results_CCA/baselines/DLinear_Weather_336_1.0_0.0_0.0005_type1_10_3_32
DLinear,720,Weather,0.0005,32,3,0,10,type1,0.3474990427494049,0.38491612672805786,2.479001998901367,33919.76953125,/data/home/Licheng/workspace/TSF-CCA/results_CCA/baselines/DLinear_Weather_720_1.0_0.0_0.0005_type1_10_3_32
DLinear_Ind,96,ECL,0.0005,32,3,1,10,type1,0.18815860152244568,0.27776843309402466,2.558854341506958,511422.03125,/data/home/Licheng/workspace/TSF-CCA/results_CCA/baselines/DLinear_ECL_96_1.0_0.0_0.0005_type1_10_3_32_1
DLinear_Ind,192,ECL,0.0005,32,3,1,10,type1,0.18841968476772308,0.2810494601726532,2.620368003845215,508519.34375,/data/home/Licheng/workspace/TSF-CCA/results_CCA/baselines/DLinear_ECL_192_1.0_0.0_0.0005_type1_10_3_32_1
DLinear_Ind,336,ECL,0.0005,32,3,1,10,type1,0.20184487104415894,0.2964346706867218,2.581577777862549,381442.625,/data/home/Licheng/workspace/TSF-CCA/results_CCA/baselines/DLinear_ECL_336_1.0_0.0_0.0005_type1_10_3_32_1
DLinear_Ind,720,ECL,0.0005,32,3,1,10,type1,0.2377375066280365,0.3289467394351959,2.6353423595428467,230582.328125,/data/home/Licheng/workspace/TSF-CCA/results_CCA/baselines/DLinear_ECL_720_1.0_0.0_0.0005_type1_10_3_32_1
DLinear_Ind,96,ETTh1,0.0005,32,3,1,10,type1,0.38679784536361694,0.39850664138793945,9.149489402770996,38035.35546875,/data/home/Licheng/workspace/TSF-CCA/results_CCA/baselines/DLinear_ETTh1_96_1.0_0.0_0.0005_type1_10_3_32_1
DLinear_Ind,192,ETTh1,0.0005,32,3,1,10,type1,0.44593381881713867,0.43441617488861084,9.102505683898926,33719.71875,/data/home/Licheng/workspace/TSF-CCA/results_CCA/baselines/DLinear_ETTh1_192_1.0_0.0_0.0005_type1_10_3_32_1
DLinear_Ind,336,ETTh1,0.0005,32,3,1,10,type1,0.4855463206768036,0.45328488945961,8.88670825958252,34476.84375,/data/home/Licheng/workspace/TSF-CCA/results_CCA/baselines/DLinear_ETTh1_336_1.0_0.0_0.0005_type1_10_3_32_1
DLinear_Ind,720,ETTh1,0.0005,32,3,1,10,type1,0.5037798881530762,0.4887036085128784,8.404509544372559,30162.388671875,/data/home/Licheng/workspace/TSF-CCA/results_CCA/baselines/DLinear_ETTh1_720_1.0_0.0_0.0005_type1_10_3_32_1
DLinear_Ind,96,ETTh2,0.0005,32,3,1,10,type1,0.5699768662452698,0.48914802074432373,1.3291425704956055,352.47265625,/data/home/Licheng/workspace/TSF-CCA/results_CCA/baselines/DLinear_ETTh2_96_1.0_0.0_0.0005_type1_10_3_32_1
DLinear_Ind,192,ETTh2,0.0005,32,3,1,10,type1,0.803598940372467,0.5876509547233582,1.3770992755889893,283.08740234375,/data/home/Licheng/workspace/TSF-CCA/results_CCA/baselines/DLinear_ETTh2_192_1.0_0.0_0.0005_type1_10_3_32_1
DLinear_Ind,336,ETTh2,0.0005,32,3,1,10,type1,1.0152418613433838,0.6680451035499573,1.460193395614624,273.1889953613281,/data/home/Licheng/workspace/TSF-CCA/results_CCA/baselines/DLinear_ETTh2_336_1.0_0.0_0.0005_type1_10_3_32_1
DLinear_Ind,720,ETTh2,0.0005,32,3,1,10,type1,1.2311253547668457,0.750737190246582,1.403975009918213,176.91651916503906,/data/home/Licheng/workspace/TSF-CCA/results_CCA/baselines/DLinear_ETTh2_720_1.0_0.0_0.0005_type1_10_3_32_1
DLinear_Ind,96,ETTm1,0.0005,32,3,1,10,type1,0.3291541039943695,0.3631829023361206,2.0041167736053467,321.9225158691406,/data/home/Licheng/workspace/TSF-CCA/results_CCA/baselines/DLinear_ETTm1_96_1.0_0.0_0.0005_type1_10_3_32_1
DLinear_Ind,192,ETTm1,0.0005,32,3,1,10,type1,0.3664713203907013,0.3814316391944885,2.0532352924346924,311.3721008300781,/data/home/Licheng/workspace/TSF-CCA/results_CCA/baselines/DLinear_ETTm1_192_1.0_0.0_0.0005_type1_10_3_32_1
DLinear_Ind,336,ETTm1,0.0005,32,3,1,10,type1,0.3961869776248932,0.4016381502151489,2.0384559631347656,288.1804504394531,/data/home/Licheng/workspace/TSF-CCA/results_CCA/baselines/DLinear_ETTm1_336_1.0_0.0_0.0005_type1_10_3_32_1
DLinear_Ind,720,ETTm1,0.0005,32,3,1,10,type1,0.4604909420013428,0.43844521045684814,2.1146061420440674,320.3359069824219,/data/home/Licheng/workspace/TSF-CCA/results_CCA/baselines/DLinear_ETTm1_720_1.0_0.0_0.0005_type1_10_3_32_1
DLinear_Ind,96,ETTm2,0.0005,32,3,1,10,type1,0.2362433820962906,0.31998687982559204,1.116898775100708,228.19215393066406,/data/home/Licheng/workspace/TSF-CCA/results_CCA/baselines/DLinear_ETTm2_96_1.0_0.0_0.0005_type1_10_3_32_1
DLinear_Ind,192,ETTm2,0.0005,32,3,1,10,type1,0.40143513679504395,0.4098578691482544,1.2075238227844238,223.6969451904297,/data/home/Licheng/workspace/TSF-CCA/results_CCA/baselines/DLinear_ETTm2_192_1.0_0.0_0.0005_type1_10_3_32_1
DLinear_Ind,336,ETTm2,0.0005,32,3,1,10,type1,0.576191246509552,0.5020701885223389,1.2452422380447388,213.68775939941406,/data/home/Licheng/workspace/TSF-CCA/results_CCA/baselines/DLinear_ETTm2_336_1.0_0.0_0.0005_type1_10_3_32_1
DLinear_Ind,720,ETTm2,0.0005,32,3,1,10,type1,1.0055301189422607,0.6572340130805969,1.3818401098251343,245.9492950439453,/data/home/Licheng/workspace/TSF-CCA/results_CCA/baselines/DLinear_ETTm2_720_1.0_0.0_0.0005_type1_10_3_32_1
DLinear_Ind,12,PEMS03,0.0005,32,3,1,10,type1,0.10211775451898575,0.2192559838294983,1.6414031982421875,11703.6650390625,/data/home/Licheng/workspace/TSF-CCA/results_CCA/baselines/DLinear_PEMS03_12_1.0_0.0_0.0005_type1_10_3_32_1
DLinear_Ind,24,PEMS03,0.0005,32,3,1,10,type1,0.17560148239135742,0.2936181426048279,2.0196163654327393,15412.734375,/data/home/Licheng/workspace/TSF-CCA/results_CCA/baselines/DLinear_PEMS03_24_1.0_0.0_0.0005_type1_10_3_32_1
DLinear_Ind,36,PEMS03,0.0005,32,3,1,10,type1,0.24670740962028503,0.35620614886283875,2.2209904193878174,17466.57421875,/data/home/Licheng/workspace/TSF-CCA/results_CCA/baselines/DLinear_PEMS03_36_1.0_0.0_0.0005_type1_10_3_32_1
DLinear_Ind,48,PEMS03,0.0005,32,3,1,10,type1,0.30571478605270386,0.40445396304130554,2.405278444290161,18478.52734375,/data/home/Licheng/workspace/TSF-CCA/results_CCA/baselines/DLinear_PEMS03_48_1.0_0.0_0.0005_type1_10_3_32_1
DLinear_Ind,12,PEMS08,0.0005,32,3,1,10,type1,0.11949160695075989,0.23046503961086273,1.721337914466858,5262.06787109375,/data/home/Licheng/workspace/TSF-CCA/results_CCA/baselines/DLinear_PEMS08_12_1.0_0.0_0.0005_type1_10_3_32_1
DLinear_Ind,24,PEMS08,0.0005,32,3,1,10,type1,0.20462124049663544,0.3055117726325989,2.1947364807128906,9656.97265625,/data/home/Licheng/workspace/TSF-CCA/results_CCA/baselines/DLinear_PEMS08_24_1.0_0.0_0.0005_type1_10_3_32_1
DLinear_Ind,36,PEMS08,0.0005,32,3,1,10,type1,0.296821653842926,0.3712913990020752,2.495753765106201,12354.2021484375,/data/home/Licheng/workspace/TSF-CCA/results_CCA/baselines/DLinear_PEMS08_36_1.0_0.0_0.0005_type1_10_3_32_1
DLinear_Ind,48,PEMS08,0.0005,32,3,1,10,type1,0.38760748505592346,0.4259498715400696,2.6713178157806396,12825.701171875,/data/home/Licheng/workspace/TSF-CCA/results_CCA/baselines/DLinear_PEMS08_48_1.0_0.0_0.0005_type1_10_3_32_1
DLinear_Ind,96,Traffic,0.0005,4,3,1,10,type1,0.6479613780975342,0.40413281321525574,4.8286213874816895,1296290.5,/data/home/Licheng/workspace/TSF-CCA/results_CCA/baselines/DLinear_Traffic_96_1.0_0.0_0.0005_type1_10_3_4_1
DLinear_Ind,192,Traffic,0.0005,4,3,1,10,type1,0.6028915047645569,0.3773486018180847,4.3360915184021,830717.4375,/data/home/Licheng/workspace/TSF-CCA/results_CCA/baselines/DLinear_Traffic_192_1.0_0.0_0.0005_type1_10_3_4_1
DLinear_Ind,336,Traffic,0.0005,4,3,1,10,type1,0.6085463166236877,0.37925365567207336,4.183338642120361,688491.4375,/data/home/Licheng/workspace/TSF-CCA/results_CCA/baselines/DLinear_Traffic_336_1.0_0.0_0.0005_type1_10_3_4_1
DLinear_Ind,720,Traffic,0.0005,4,3,1,10,type1,0.6473203897476196,0.4000886082649231,4.171004772186279,574941.5625,/data/home/Licheng/workspace/TSF-CCA/results_CCA/baselines/DLinear_Traffic_720_1.0_0.0_0.0005_type1_10_3_4_1
DLinear_Ind,96,Weather,0.0005,32,3,1,10,type1,0.164179265499115,0.2374219000339508,2.212674140930176,57909.53125,/data/home/Licheng/workspace/TSF-CCA/results_CCA/baselines/DLinear_Weather_96_1.0_0.0_0.0005_type1_10_3_32_1
DLinear_Ind,192,Weather,0.0005,32,3,1,10,type1,0.20596253871917725,0.27893632650375366,2.4003989696502686,57507.49609375,/data/home/Licheng/workspace/TSF-CCA/results_CCA/baselines/DLinear_Weather_192_1.0_0.0_0.0005_type1_10_3_32_1
DLinear_Ind,336,Weather,0.0005,32,3,1,10,type1,0.26063594222068787,0.32407426834106445,2.4303464889526367,52578.9140625,/data/home/Licheng/workspace/TSF-CCA/results_CCA/baselines/DLinear_Weather_336_1.0_0.0_0.0005_type1_10_3_32_1
DLinear_Ind,720,Weather,0.0005,32,3,1,10,type1,0.33764857053756714,0.37876808643341064,2.380241870880127,39695.8359375,/data/home/Licheng/workspace/TSF-CCA/results_CCA/baselines/DLinear_Weather_720_1.0_0.0_0.0005_type1_10_3_32_1
FEDformer,96,ECL,0.0005,32,3,0,10,type1,0.18672272562980652,0.30210015177726746,3.2693631649017334,715740.5625,/data/home/Licheng/workspace/TSF-CCA/results_CCA/baselines/FEDformer_ECL_96_1.0_0.0_0.0005_type1_10_3_32
FEDformer,192,ECL,0.0005,32,3,0,10,type1,0.20694005489349365,0.3218899369239807,3.401359796524048,636534.0,/data/home/Licheng/workspace/TSF-CCA/results_CCA/baselines/FEDformer_ECL_192_1.0_0.0_0.0005_type1_10_3_32
FEDformer,336,ECL,0.0005,32,3,0,10,type1,0.21063917875289917,0.32648155093193054,3.2293691635131836,344484.84375,/data/home/Licheng/workspace/TSF-CCA/results_CCA/baselines/FEDformer_ECL_336_1.0_0.0_0.0005_type1_10_3_32
FEDformer,720,ECL,0.0005,32,3,0,10,type1,0.2525409758090973,0.36144357919692993,3.4221248626708984,237183.84375,/data/home/Licheng/workspace/TSF-CCA/results_CCA/baselines/FEDformer_ECL_720_1.0_0.0_0.0005_type1_10_3_32
FEDformer,96,ETTh1,0.0005,32,3,0,10,type1,0.39102432131767273,0.432856023311615,12.387367248535156,63078.06640625,/data/home/Licheng/workspace/TSF-CCA/results_CCA/baselines/FEDformer_ETTh1_96_1.0_0.0_0.0005_type1_10_3_32
FEDformer,192,ETTh1,0.0005,32,3,0,10,type1,0.41768595576286316,0.4482528567314148,12.508122444152832,58841.17578125,/data/home/Licheng/workspace/TSF-CCA/results_CCA/baselines/FEDformer_ETTh1_192_1.0_0.0_0.0005_type1_10_3_32
FEDformer,336,ETTh1,0.0005,32,3,0,10,type1,0.4870549440383911,0.4844449460506439,12.128091812133789,57900.890625,/data/home/Licheng/workspace/TSF-CCA/results_CCA/baselines/FEDformer_ETTh1_336_1.0_0.0_0.0005_type1_10_3_32
FEDformer,720,ETTh1,0.0005,32,3,0,10,type1,0.4941749572753906,0.513733446598053,13.82239818572998,75520.4453125,/data/home/Licheng/workspace/TSF-CCA/results_CCA/baselines/FEDformer_ETTh1_720_1.0_0.0_0.0005_type1_10_3_32
FEDformer,96,ETTh2,0.0005,32,3,0,10,type1,0.35141903162002563,0.39081668853759766,1.4911456108093262,258.8781433105469,/data/home/Licheng/workspace/TSF-CCA/results_CCA/baselines/FEDformer_ETTh2_96_1.0_0.0_0.0005_type1_10_3_32
FEDformer,192,ETTh2,0.0005,32,3,0,10,type1,0.4562305212020874,0.45565053820610046,1.9578787088394165,456.75445556640625,/data/home/Licheng/workspace/TSF-CCA/results_CCA/baselines/FEDformer_ETTh2_192_1.0_0.0_0.0005_type1_10_3_32
FEDformer,336,ETTh2,0.0005,32,3,0,10,type1,0.4771290719509125,0.49171051383018494,2.532320022583008,538.5333862304688,/data/home/Licheng/workspace/TSF-CCA/results_CCA/baselines/FEDformer_ETTh2_336_1.0_0.0_0.0005_type1_10_3_32
FEDformer,720,ETTh2,0.0005,32,3,0,10,type1,0.5221592783927917,0.5053715109825134,2.3941314220428467,747.9872436523438,/data/home/Licheng/workspace/TSF-CCA/results_CCA/baselines/FEDformer_ETTh2_720_1.0_0.0_0.0005_type1_10_3_32
FEDformer,96,ETTm1,0.0005,32,3,0,10,type1,0.40084582567214966,0.4336603879928589,2.64497447013855,401.12274169921875,/data/home/Licheng/workspace/TSF-CCA/results_CCA/baselines/FEDformer_ETTm1_96_1.0_0.0_0.0005_type1_10_3_32
FEDformer,192,ETTm1,0.0005,32,3,0,10,type1,0.41489800810813904,0.4464244246482849,2.7196531295776367,408.4812927246094,/data/home/Licheng/workspace/TSF-CCA/results_CCA/baselines/FEDformer_ETTm1_192_1.0_0.0_0.0005_type1_10_3_32
FEDformer,336,ETTm1,0.0005,32,3,0,10,type1,0.43181854486465454,0.44956713914871216,2.5576624870300293,344.1547546386719,/data/home/Licheng/workspace/TSF-CCA/results_CCA/baselines/FEDformer_ETTm1_336_1.0_0.0_0.0005_type1_10_3_32
FEDformer,720,ETTm1,0.0005,32,3,0,10,type1,0.522394061088562,0.5000726580619812,2.7920138835906982,399.39813232421875,/data/home/Licheng/workspace/TSF-CCA/results_CCA/baselines/FEDformer_ETTm1_720_1.0_0.0_0.0005_type1_10_3_32
FEDformer,96,ETTm2,0.0005,32,3,0,10,type1,0.2054848074913025,0.28906822204589844,1.1888707876205444,256.6499328613281,/data/home/Licheng/workspace/TSF-CCA/results_CCA/baselines/FEDformer_ETTm2_96_1.0_0.0_0.0005_type1_10_3_32
FEDformer,192,ETTm2,0.0005,32,3,0,10,type1,0.27069008350372314,0.33441677689552307,1.3263078927993774,229.9954376220703,/data/home/Licheng/workspace/TSF-CCA/results_CCA/baselines/FEDformer_ETTm2_192_1.0_0.0_0.0005_type1_10_3_32
FEDformer,336,ETTm2,0.0005,32,3,0,10,type1,0.32717856764793396,0.36593323945999146,1.4672139883041382,266.6344909667969,/data/home/Licheng/workspace/TSF-CCA/results_CCA/baselines/FEDformer_ETTm2_336_1.0_0.0_0.0005_type1_10_3_32
FEDformer,720,ETTm2,0.0005,32,3,0,10,type1,0.42774248123168945,0.4252030551433563,1.821755290031433,479.24920654296875,/data/home/Licheng/workspace/TSF-CCA/results_CCA/baselines/FEDformer_ETTm2_720_1.0_0.0_0.0005_type1_10_3_32
FEDformer,12,PEMS03,0.0005,32,3,0,10,type1,0.10845185071229935,0.2286282479763031,1.619850993156433,6062.91259765625,/data/home/Licheng/workspace/TSF-CCA/results_CCA/baselines/FEDformer_PEMS03_12_1.0_0.0_0.0005_type1_10_3_32
FEDformer,24,PEMS03,0.0005,32,3,0,10,type1,0.130944162607193,0.2545838952064514,1.8137786388397217,7546.6767578125,/data/home/Licheng/workspace/TSF-CCA/results_CCA/baselines/FEDformer_PEMS03_24_1.0_0.0_0.0005_type1_10_3_32
FEDformer,36,PEMS03,0.0005,32,3,0,10,type1,0.15922193229198456,0.28498658537864685,2.0227253437042236,10966.1064453125,/data/home/Licheng/workspace/TSF-CCA/results_CCA/baselines/FEDformer_PEMS03_36_1.0_0.0_0.0005_type1_10_3_32
FEDformer,48,PEMS03,0.0005,32,3,0,10,type1,0.20909246802330017,0.33100083470344543,2.3046460151672363,14270.1142578125,/data/home/Licheng/workspace/TSF-CCA/results_CCA/baselines/FEDformer_PEMS03_48_1.0_0.0_0.0005_type1_10_3_32
FEDformer,12,PEMS08,0.0005,32,3,0,10,type1,0.162519171833992,0.2577342689037323,2.033931255340576,9605.32421875,/data/home/Licheng/workspace/TSF-CCA/results_CCA/baselines/FEDformer_PEMS08_12_1.0_0.0_0.0005_type1_10_3_32
FEDformer,24,PEMS08,0.0005,32,3,0,10,type1,0.1970776915550232,0.28758424520492554,2.3384926319122314,11967.0888671875,/data/home/Licheng/workspace/TSF-CCA/results_CCA/baselines/FEDformer_PEMS08_24_1.0_0.0_0.0005_type1_10_3_32
FEDformer,36,PEMS08,0.0005,32,3,0,10,type1,0.24118943512439728,0.3262353539466858,2.5985302925109863,13001.728515625,/data/home/Licheng/workspace/TSF-CCA/results_CCA/baselines/FEDformer_PEMS08_36_1.0_0.0_0.0005_type1_10_3_32
FEDformer,48,PEMS08,0.0005,32,3,0,10,type1,0.3020095229148865,0.3751170337200165,2.78351092338562,12581.3828125,/data/home/Licheng/workspace/TSF-CCA/results_CCA/baselines/FEDformer_PEMS08_48_1.0_0.0_0.0005_type1_10_3_32
FEDformer,96,Traffic,0.0005,4,3,0,10,type1,0.5882208347320557,0.36691123247146606,4.247366428375244,469217.84375,/data/home/Licheng/workspace/TSF-CCA/results_CCA/baselines/FEDformer_Traffic_96_1.0_0.0_0.0005_type1_10_3_4
FEDformer,192,Traffic,0.0005,4,3,0,10,type1,0.61347496509552,0.3767834007740021,3.962820053100586,218561.734375,/data/home/Licheng/workspace/TSF-CCA/results_CCA/baselines/FEDformer_Traffic_192_1.0_0.0_0.0005_type1_10_3_4
FEDformer,336,Traffic,0.0005,4,3,0,10,type1,0.6395249366760254,0.3977344334125519,4.514549732208252,555390.4375,/data/home/Licheng/workspace/TSF-CCA/results_CCA/baselines/FEDformer_Traffic_336_1.0_0.0_0.0005_type1_10_3_4
FEDformer,720,Traffic,0.0005,4,3,0,10,type1,0.7178198099136353,0.45003238320350647,5.315046310424805,799885.9375,/data/home/Licheng/workspace/TSF-CCA/results_CCA/baselines/FEDformer_Traffic_720_1.0_0.0_0.0005_type1_10_3_4
FEDformer,96,Weather,0.0005,32,3,0,10,type1,0.23454812169075012,0.31010717153549194,4.075448036193848,132263.8125,/data/home/Licheng/workspace/TSF-CCA/results_CCA/baselines/FEDformer_Weather_96_1.0_0.0_0.0005_type1_10_3_32
FEDformer,192,Weather,0.0005,32,3,0,10,type1,0.2949097454547882,0.3527556359767914,3.50229811668396,79587.8828125,/data/home/Licheng/workspace/TSF-CCA/results_CCA/baselines/FEDformer_Weather_192_1.0_0.0_0.0005_type1_10_3_32
FEDformer,336,Weather,0.0005,32,3,0,10,type1,0.36409318447113037,0.39683905243873596,3.9815797805786133,107912.2734375,/data/home/Licheng/workspace/TSF-CCA/results_CCA/baselines/FEDformer_Weather_336_1.0_0.0_0.0005_type1_10_3_32
FEDformer,720,Weather,0.0005,32,3,0,10,type1,0.41111329197883606,0.42850178480148315,4.319366455078125,83877.546875,/data/home/Licheng/workspace/TSF-CCA/results_CCA/baselines/FEDformer_Weather_720_1.0_0.0_0.0005_type1_10_3_32
FreTS,96,ECL,0.0005,16,3,0,10,type1,0.1799144744873047,0.2663211524486542,2.6613292694091797,770806.0,/data/home/Licheng/workspace/TSF-CCA/results_CCA/baselines/FreTS_ECL_96_1.0_0.0_0.0005_type1_10_3_16
FreTS,192,ECL,0.0005,16,3,0,10,type1,0.18419094383716583,0.27248385548591614,2.7854907512664795,841834.4375,/data/home/Licheng/workspace/TSF-CCA/results_CCA/baselines/FreTS_ECL_192_1.0_0.0_0.0005_type1_10_3_16
FreTS,336,ECL,0.0005,16,3,0,10,type1,0.19920453429222107,0.2896699607372284,2.7397449016571045,632235.5,/data/home/Licheng/workspace/TSF-CCA/results_CCA/baselines/FreTS_ECL_336_1.0_0.0_0.0005_type1_10_3_16
FreTS,720,ECL,0.0005,16,3,0,10,type1,0.23437091708183289,0.32192981243133545,2.8626880645751953,436116.75,/data/home/Licheng/workspace/TSF-CCA/results_CCA/baselines/FreTS_ECL_720_1.0_0.0_0.0005_type1_10_3_16
FreTS,96,ETTh1,0.0005,32,3,0,10,type1,0.39820852875709534,0.40934276580810547,9.443928718566895,42015.09375,/data/home/Licheng/workspace/TSF-CCA/results_CCA/baselines/FreTS_ETTh1_96_1.0_0.0_0.0005_type1_10_3_32
FreTS,192,ETTh1,0.0005,32,3,0,10,type1,0.4508873522281647,0.4424583613872528,9.352701187133789,35933.17578125,/data/home/Licheng/workspace/TSF-CCA/results_CCA/baselines/FreTS_ETTh1_192_1.0_0.0_0.0005_type1_10_3_32
FreTS,336,ETTh1,0.0005,32,3,0,10,type1,0.5005543828010559,0.4715646505355835,9.147239685058594,33287.54296875,/data/home/Licheng/workspace/TSF-CCA/results_CCA/baselines/FreTS_ETTh1_336_1.0_0.0_0.0005_type1_10_3_32
FreTS,720,ETTh1,0.0005,32,3,0,10,type1,0.6076951622962952,0.5706942081451416,10.254963874816895,37615.953125,/data/home/Licheng/workspace/TSF-CCA/results_CCA/baselines/FreTS_ETTh1_720_1.0_0.0_0.0005_type1_10_3_32
FreTS,96,ETTh2,0.0005,32,3,0,10,type1,0.315257728099823,0.3736221492290497,1.4781702756881714,409.88323974609375,/data/home/Licheng/workspace/TSF-CCA/results_CCA/baselines/FreTS_ETTh2_96_1.0_0.0_0.0005_type1_10_3_32
FreTS,192,ETTh2,0.0005,32,3,0,10,type1,0.46607840061187744,0.4665719270706177,1.5832080841064453,386.1949462890625,/data/home/Licheng/workspace/TSF-CCA/results_CCA/baselines/FreTS_ETTh2_192_1.0_0.0_0.0005_type1_10_3_32
FreTS,336,ETTh2,0.0005,32,3,0,10,type1,0.521734356880188,0.5018897652626038,1.5659184455871582,336.1343078613281,/data/home/Licheng/workspace/TSF-CCA/results_CCA/baselines/FreTS_ETTh2_336_1.0_0.0_0.0005_type1_10_3_32
FreTS,720,ETTh2,0.0005,32,3,0,10,type1,0.7920379042625427,0.642590343952179,1.6175334453582764,291.2726745605469,/data/home/Licheng/workspace/TSF-CCA/results_CCA/baselines/FreTS_ETTh2_720_1.0_0.0_0.0005_type1_10_3_32
FreTS,96,ETTm1,0.0005,32,3,0,10,type1,0.3418392539024353,0.3745572566986084,2.174668312072754,371.1253356933594,/data/home/Licheng/workspace/TSF-CCA/results_CCA/baselines/FreTS_ETTm1_96_1.0_0.0_0.0005_type1_10_3_32
FreTS,192,ETTm1,0.0005,32,3,0,10,type1,0.38453584909439087,0.40040743350982666,2.1878163814544678,368.7281188964844,/data/home/Licheng/workspace/TSF-CCA/results_CCA/baselines/FreTS_ETTm1_192_1.0_0.0_0.0005_type1_10_3_32
FreTS,336,ETTm1,0.0005,32,3,0,10,type1,0.41598597168922424,0.42057767510414124,2.2458598613739014,367.410400390625,/data/home/Licheng/workspace/TSF-CCA/results_CCA/baselines/FreTS_ETTm1_336_1.0_0.0_0.0005_type1_10_3_32
FreTS,720,ETTm1,0.0005,32,3,0,10,type1,0.5133016705513,0.4891858696937561,2.211674928665161,339.133056640625,/data/home/Licheng/workspace/TSF-CCA/results_CCA/baselines/FreTS_ETTm1_720_1.0_0.0_0.0005_type1_10_3_32
FreTS,96,ETTm2,0.0005,32,3,0,10,type1,0.18836908042430878,0.2787044942378998,1.187118649482727,249.3236083984375,/data/home/Licheng/workspace/TSF-CCA/results_CCA/baselines/FreTS_ETTm2_96_1.0_0.0_0.0005_type1_10_3_32
FreTS,192,ETTm2,0.0005,32,3,0,10,type1,0.2641710340976715,0.3291310966014862,1.2388378381729126,222.18678283691406,/data/home/Licheng/workspace/TSF-CCA/results_CCA/baselines/FreTS_ETTm2_192_1.0_0.0_0.0005_type1_10_3_32
FreTS,336,ETTm2,0.0005,32,3,0,10,type1,0.3223746418952942,0.3691590428352356,1.3869469165802002,256.51190185546875,/data/home/Licheng/workspace/TSF-CCA/results_CCA/baselines/FreTS_ETTm2_336_1.0_0.0_0.0005_type1_10_3_32
FreTS,720,ETTm2,0.0005,32,3,0,10,type1,0.4890476167201996,0.48154136538505554,1.5866354703903198,331.4170837402344,/data/home/Licheng/workspace/TSF-CCA/results_CCA/baselines/FreTS_ETTm2_720_1.0_0.0_0.0005_type1_10_3_32
FreTS,12,PEMS03,0.0005,32,3,0,10,type1,0.0853414535522461,0.197742760181427,1.6366270780563354,9865.5947265625,/data/home/Licheng/workspace/TSF-CCA/results_CCA/baselines/FreTS_PEMS03_12_1.0_0.0_0.0005_type1_10_3_32
FreTS,24,PEMS03,0.0005,32,3,0,10,type1,0.12895967066287994,0.24366997182369232,2.041565179824829,13037.1015625,/data/home/Licheng/workspace/TSF-CCA/results_CCA/baselines/FreTS_PEMS03_24_1.0_0.0_0.0005_type1_10_3_32
FreTS,36,PEMS03,0.0005,32,3,0,10,type1,0.1729929894208908,0.28586986660957336,2.2979061603546143,14939.669921875,/data/home/Licheng/workspace/TSF-CCA/results_CCA/baselines/FreTS_PEMS03_36_1.0_0.0_0.0005_type1_10_3_32
FreTS,48,PEMS03,0.0005,32,3,0,10,type1,0.20686030387878418,0.3151184022426605,2.4773781299591064,15954.794921875,/data/home/Licheng/workspace/TSF-CCA/results_CCA/baselines/FreTS_PEMS03_48_1.0_0.0_0.0005_type1_10_3_32
FreTS,12,PEMS08,0.0005,32,3,0,10,type1,0.09620891511440277,0.2052035927772522,1.718603253364563,5185.20263671875,/data/home/Licheng/workspace/TSF-CCA/results_CCA/baselines/FreTS_PEMS08_12_1.0_0.0_0.0005_type1_10_3_32
FreTS,24,PEMS08,0.0005,32,3,0,10,type1,0.15055787563323975,0.2583062946796417,2.1423394680023193,7997.697265625,/data/home/Licheng/workspace/TSF-CCA/results_CCA/baselines/FreTS_PEMS08_24_1.0_0.0_0.0005_type1_10_3_32
FreTS,36,PEMS08,0.0005,32,3,0,10,type1,0.20311599969863892,0.30290594696998596,2.4335269927978516,9031.95703125,/data/home/Licheng/workspace/TSF-CCA/results_CCA/baselines/FreTS_PEMS08_36_1.0_0.0_0.0005_type1_10_3_32
FreTS,48,PEMS08,0.0005,32,3,0,10,type1,0.24685314297676086,0.33438825607299805,2.573870897293091,9521.130859375,/data/home/Licheng/workspace/TSF-CCA/results_CCA/baselines/FreTS_PEMS08_48_1.0_0.0_0.0005_type1_10_3_32
FreTS,96,Traffic,0.0005,8,3,0,10,type1,0.5314222574234009,0.32329925894737244,3.815542221069336,511081.96875,/data/home/Licheng/workspace/TSF-CCA/results_CCA/baselines/FreTS_Traffic_96_1.0_0.0_0.0005_type1_10_3_8
FreTS,192,Traffic,0.0005,8,3,0,10,type1,0.5185437798500061,0.32141876220703125,3.6334800720214844,352655.46875,/data/home/Licheng/workspace/TSF-CCA/results_CCA/baselines/FreTS_Traffic_192_1.0_0.0_0.0005_type1_10_3_8
FreTS,336,Traffic,0.0005,8,3,0,10,type1,0.5291821360588074,0.3274318277835846,3.550386428833008,288856.3125,/data/home/Licheng/workspace/TSF-CCA/results_CCA/baselines/FreTS_Traffic_336_1.0_0.0_0.0005_type1_10_3_8
FreTS,720,Traffic,0.0005,8,3,0,10,type1,0.5732153654098511,0.34599751234054565,3.579627752304077,287111.78125,/data/home/Licheng/workspace/TSF-CCA/results_CCA/baselines/FreTS_Traffic_720_1.0_0.0_0.0005_type1_10_3_8
