model,pred_len,data_id,learning_rate,batch_size,patience,individual,train_epochs,lradj,mse,mae,exp_dir
DLinear,192,Weather,0.0005,32,3,0,10,type1,0.23785743117332458,0.29627272486686707,/mnt/tidalfs-bdsz01/usr/panlicheng/workspace/ProjDF-OT/results_OT/baselines/DLinear_Weather_192_1.0_0.0_0.0005_type1_10_3_32
DLinear,336,Weather,0.0005,32,3,0,10,type1,0.28182488679885864,0.332035094499588,/mnt/tidalfs-bdsz01/usr/panlicheng/workspace/ProjDF-OT/results_OT/baselines/DLinear_Weather_336_1.0_0.0_0.0005_type1_10_3_32
DLinear,720,Weather,0.0005,32,3,0,10,type1,0.3474990427494049,0.38491612672805786,/mnt/tidalfs-bdsz01/usr/panlicheng/workspace/ProjDF-OT/results_OT/baselines/DLinear_Weather_720_1.0_0.0_0.0005_type1_10_3_32
DLinear_Ind,96,ECL,0.0005,32,3,1,10,type1,0.18815860152244568,0.27776843309402466,/mnt/tidalfs-bdsz01/usr/panlicheng/workspace/ProjDF-OT/results_OT/baselines/DLinear_ECL_96_1.0_0.0_0.0005_type1_10_3_32_1
DLinear_Ind,192,ECL,0.0005,32,3,1,10,type1,0.18841968476772308,0.2810494601726532,/mnt/tidalfs-bdsz01/usr/panlicheng/workspace/ProjDF-OT/results_OT/baselines/DLinear_ECL_192_1.0_0.0_0.0005_type1_10_3_32_1
DLinear_Ind,336,ECL,0.0005,32,3,1,10,type1,0.20184487104415894,0.2964346706867218,/mnt/tidalfs-bdsz01/usr/panlicheng/workspace/ProjDF-OT/results_OT/baselines/DLinear_ECL_336_1.0_0.0_0.0005_type1_10_3_32_1
DLinear_Ind,720,ECL,0.0005,32,3,1,10,type1,0.2377375066280365,0.3289467394351959,/mnt/tidalfs-bdsz01/usr/panlicheng/workspace/ProjDF-OT/results_OT/baselines/DLinear_ECL_720_1.0_0.0_0.0005_type1_10_3_32_1
DLinear_Ind,96,ETTh1,0.0005,32,3,1,10,type1,0.38679784536361694,0.39850664138793945,/mnt/tidalfs-bdsz01/usr/panlicheng/workspace/ProjDF-OT/results_OT/baselines/DLinear_ETTh1_96_1.0_0.0_0.0005_type1_10_3_32_1
DLinear_Ind,192,ETTh1,0.0005,32,3,1,10,type1,0.44593381881713867,0.43441617488861084,/mnt/tidalfs-bdsz01/usr/panlicheng/workspace/ProjDF-OT/results_OT/baselines/DLinear_ETTh1_192_1.0_0.0_0.0005_type1_10_3_32_1
DLinear_Ind,336,ETTh1,0.0005,32,3,1,10,type1,0.4855463206768036,0.45328488945961,/mnt/tidalfs-bdsz01/usr/panlicheng/workspace/ProjDF-OT/results_OT/baselines/DLinear_ETTh1_336_1.0_0.0_0.0005_type1_10_3_32_1
DLinear_Ind,720,ETTh1,0.0005,32,3,1,10,type1,0.5037798881530762,0.4887036085128784,/mnt/tidalfs-bdsz01/usr/panlicheng/workspace/ProjDF-OT/results_OT/baselines/DLinear_ETTh1_720_1.0_0.0_0.0005_type1_10_3_32_1
DLinear_Ind,96,ETTh2,0.0005,32,3,1,10,type1,0.5699768662452698,0.48914802074432373,/mnt/tidalfs-bdsz01/usr/panlicheng/workspace/ProjDF-OT/results_OT/baselines/DLinear_ETTh2_96_1.0_0.0_0.0005_type1_10_3_32_1
DLinear_Ind,192,ETTh2,0.0005,32,3,1,10,type1,0.803598940372467,0.5876509547233582,/mnt/tidalfs-bdsz01/usr/panlicheng/workspace/ProjDF-OT/results_OT/baselines/DLinear_ETTh2_192_1.0_0.0_0.0005_type1_10_3_32_1
DLinear_Ind,336,ETTh2,0.0005,32,3,1,10,type1,1.0152418613433838,0.6680451035499573,/mnt/tidalfs-bdsz01/usr/panlicheng/workspace/ProjDF-OT/results_OT/baselines/DLinear_ETTh2_336_1.0_0.0_0.0005_type1_10_3_32_1
DLinear_Ind,720,ETTh2,0.0005,32,3,1,10,type1,1.2311253547668457,0.750737190246582,/mnt/tidalfs-bdsz01/usr/panlicheng/workspace/ProjDF-OT/results_OT/baselines/DLinear_ETTh2_720_1.0_0.0_0.0005_type1_10_3_32_1
DLinear_Ind,96,ETTm1,0.0005,32,3,1,10,type1,0.3291541039943695,0.3631829023361206,/mnt/tidalfs-bdsz01/usr/panlicheng/workspace/ProjDF-OT/results_OT/baselines/DLinear_ETTm1_96_1.0_0.0_0.0005_type1_10_3_32_1
DLinear_Ind,192,ETTm1,0.0005,32,3,1,10,type1,0.3664713203907013,0.3814316391944885,/mnt/tidalfs-bdsz01/usr/panlicheng/workspace/ProjDF-OT/results_OT/baselines/DLinear_ETTm1_192_1.0_0.0_0.0005_type1_10_3_32_1
DLinear_Ind,336,ETTm1,0.0005,32,3,1,10,type1,0.3961869776248932,0.4016381502151489,/mnt/tidalfs-bdsz01/usr/panlicheng/workspace/ProjDF-OT/results_OT/baselines/DLinear_ETTm1_336_1.0_0.0_0.0005_type1_10_3_32_1
DLinear_Ind,720,ETTm1,0.0005,32,3,1,10,type1,0.4604909420013428,0.43844521045684814,/mnt/tidalfs-bdsz01/usr/panlicheng/workspace/ProjDF-OT/results_OT/baselines/DLinear_ETTm1_720_1.0_0.0_0.0005_type1_10_3_32_1
DLinear_Ind,96,ETTm2,0.0005,32,3,1,10,type1,0.2362433820962906,0.31998687982559204,/mnt/tidalfs-bdsz01/usr/panlicheng/workspace/ProjDF-OT/results_OT/baselines/DLinear_ETTm2_96_1.0_0.0_0.0005_type1_10_3_32_1
DLinear_Ind,192,ETTm2,0.0005,32,3,1,10,type1,0.40143513679504395,0.4098578691482544,/mnt/tidalfs-bdsz01/usr/panlicheng/workspace/ProjDF-OT/results_OT/baselines/DLinear_ETTm2_192_1.0_0.0_0.0005_type1_10_3_32_1
DLinear_Ind,336,ETTm2,0.0005,32,3,1,10,type1,0.576191246509552,0.5020701885223389,/mnt/tidalfs-bdsz01/usr/panlicheng/workspace/ProjDF-OT/results_OT/baselines/DLinear_ETTm2_336_1.0_0.0_0.0005_type1_10_3_32_1
DLinear_Ind,720,ETTm2,0.0005,32,3,1,10,type1,1.0055301189422607,0.6572340130805969,/mnt/tidalfs-bdsz01/usr/panlicheng/workspace/ProjDF-OT/results_OT/baselines/DLinear_ETTm2_720_1.0_0.0_0.0005_type1_10_3_32_1
DLinear_Ind,12,PEMS03,0.0005,32,3,1,10,type1,0.10211775451898575,0.2192559838294983,/mnt/tidalfs-bdsz01/usr/panlicheng/workspace/ProjDF-OT/results_OT/baselines/DLinear_PEMS03_12_1.0_0.0_0.0005_type1_10_3_32_1
DLinear_Ind,24,PEMS03,0.0005,32,3,1,10,type1,0.17560148239135742,0.2936181426048279,/mnt/tidalfs-bdsz01/usr/panlicheng/workspace/ProjDF-OT/results_OT/baselines/DLinear_PEMS03_24_1.0_0.0_0.0005_type1_10_3_32_1
DLinear_Ind,36,PEMS03,0.0005,32,3,1,10,type1,0.24670740962028503,0.35620614886283875,/mnt/tidalfs-bdsz01/usr/panlicheng/workspace/ProjDF-OT/results_OT/baselines/DLinear_PEMS03_36_1.0_0.0_0.0005_type1_10_3_32_1
DLinear_Ind,48,PEMS03,0.0005,32,3,1,10,type1,0.30571478605270386,0.40445396304130554,/mnt/tidalfs-bdsz01/usr/panlicheng/workspace/ProjDF-OT/results_OT/baselines/DLinear_PEMS03_48_1.0_0.0_0.0005_type1_10_3_32_1
DLinear_Ind,12,PEMS08,0.0005,32,3,1,10,type1,0.11949160695075989,0.23046503961086273,/mnt/tidalfs-bdsz01/usr/panlicheng/workspace/ProjDF-OT/results_OT/baselines/DLinear_PEMS08_12_1.0_0.0_0.0005_type1_10_3_32_1
DLinear_Ind,24,PEMS08,0.0005,32,3,1,10,type1,0.20462124049663544,0.3055117726325989,/mnt/tidalfs-bdsz01/usr/panlicheng/workspace/ProjDF-OT/results_OT/baselines/DLinear_PEMS08_24_1.0_0.0_0.0005_type1_10_3_32_1
DLinear_Ind,36,PEMS08,0.0005,32,3,1,10,type1,0.296821653842926,0.3712913990020752,/mnt/tidalfs-bdsz01/usr/panlicheng/workspace/ProjDF-OT/results_OT/baselines/DLinear_PEMS08_36_1.0_0.0_0.0005_type1_10_3_32_1
DLinear_Ind,48,PEMS08,0.0005,32,3,1,10,type1,0.38760748505592346,0.4259498715400696,/mnt/tidalfs-bdsz01/usr/panlicheng/workspace/ProjDF-OT/results_OT/baselines/DLinear_PEMS08_48_1.0_0.0_0.0005_type1_10_3_32_1
DLinear_Ind,96,Traffic,0.0005,4,3,1,10,type1,0.6479613780975342,0.40413281321525574,/mnt/tidalfs-bdsz01/usr/panlicheng/workspace/ProjDF-OT/results_OT/baselines/DLinear_Traffic_96_1.0_0.0_0.0005_type1_10_3_4_1
DLinear_Ind,192,Traffic,0.0005,4,3,1,10,type1,0.6028915047645569,0.3773486018180847,/mnt/tidalfs-bdsz01/usr/panlicheng/workspace/ProjDF-OT/results_OT/baselines/DLinear_Traffic_192_1.0_0.0_0.0005_type1_10_3_4_1
DLinear_Ind,336,Traffic,0.0005,4,3,1,10,type1,0.6085463166236877,0.37925365567207336,/mnt/tidalfs-bdsz01/usr/panlicheng/workspace/ProjDF-OT/results_OT/baselines/DLinear_Traffic_336_1.0_0.0_0.0005_type1_10_3_4_1
DLinear_Ind,720,Traffic,0.0005,4,3,1,10,type1,0.6473203897476196,0.4000886082649231,/mnt/tidalfs-bdsz01/usr/panlicheng/workspace/ProjDF-OT/results_OT/baselines/DLinear_Traffic_720_1.0_0.0_0.0005_type1_10_3_4_1
DLinear_Ind,96,Weather,0.0005,32,3,1,10,type1,0.164179265499115,0.2374219000339508,/mnt/tidalfs-bdsz01/usr/panlicheng/workspace/ProjDF-OT/results_OT/baselines/DLinear_Weather_96_1.0_0.0_0.0005_type1_10_3_32_1
DLinear_Ind,192,Weather,0.0005,32,3,1,10,type1,0.20596253871917725,0.27893632650375366,/mnt/tidalfs-bdsz01/usr/panlicheng/workspace/ProjDF-OT/results_OT/baselines/DLinear_Weather_192_1.0_0.0_0.0005_type1_10_3_32_1
DLinear_Ind,336,Weather,0.0005,32,3,1,10,type1,0.26063594222068787,0.32407426834106445,/mnt/tidalfs-bdsz01/usr/panlicheng/workspace/ProjDF-OT/results_OT/baselines/DLinear_Weather_336_1.0_0.0_0.0005_type1_10_3_32_1
DLinear_Ind,720,Weather,0.0005,32,3,1,10,type1,0.33764857053756714,0.37876808643341064,/mnt/tidalfs-bdsz01/usr/panlicheng/workspace/ProjDF-OT/results_OT/baselines/DLinear_Weather_720_1.0_0.0_0.0005_type1_10_3_32_1
FEDformer,96,ECL,0.0005,32,3,0,10,type1,0.18672272562980652,0.30210015177726746,/mnt/tidalfs-bdsz01/usr/panlicheng/workspace/ProjDF-OT/results_OT/baselines/FEDformer_ECL_96_1.0_0.0_0.0005_type1_10_3_32
FEDformer,192,ECL,0.0005,32,3,0,10,type1,0.20694005489349365,0.3218899369239807,/mnt/tidalfs-bdsz01/usr/panlicheng/workspace/ProjDF-OT/results_OT/baselines/FEDformer_ECL_192_1.0_0.0_0.0005_type1_10_3_32
FEDformer,336,ECL,0.0005,32,3,0,10,type1,0.21063917875289917,0.32648155093193054,/mnt/tidalfs-bdsz01/usr/panlicheng/workspace/ProjDF-OT/results_OT/baselines/FEDformer_ECL_336_1.0_0.0_0.0005_type1_10_3_32
FEDformer,720,ECL,0.0005,32,3,0,10,type1,0.2525409758090973,0.36144357919692993,/mnt/tidalfs-bdsz01/usr/panlicheng/workspace/ProjDF-OT/results_OT/baselines/FEDformer_ECL_720_1.0_0.0_0.0005_type1_10_3_32
FEDformer,96,ETTh1,0.0005,32,3,0,10,type1,0.39102432131767273,0.432856023311615,/mnt/tidalfs-bdsz01/usr/panlicheng/workspace/ProjDF-OT/results_OT/baselines/FEDformer_ETTh1_96_1.0_0.0_0.0005_type1_10_3_32
FEDformer,192,ETTh1,0.0005,32,3,0,10,type1,0.41768595576286316,0.4482528567314148,/mnt/tidalfs-bdsz01/usr/panlicheng/workspace/ProjDF-OT/results_OT/baselines/FEDformer_ETTh1_192_1.0_0.0_0.0005_type1_10_3_32
FEDformer,336,ETTh1,0.0005,32,3,0,10,type1,0.4870549440383911,0.4844449460506439,/mnt/tidalfs-bdsz01/usr/panlicheng/workspace/ProjDF-OT/results_OT/baselines/FEDformer_ETTh1_336_1.0_0.0_0.0005_type1_10_3_32
FEDformer,720,ETTh1,0.0005,32,3,0,10,type1,0.4941749572753906,0.513733446598053,/mnt/tidalfs-bdsz01/usr/panlicheng/workspace/ProjDF-OT/results_OT/baselines/FEDformer_ETTh1_720_1.0_0.0_0.0005_type1_10_3_32
FEDformer,96,ETTh2,0.0005,32,3,0,10,type1,0.35141903162002563,0.39081668853759766,/mnt/tidalfs-bdsz01/usr/panlicheng/workspace/ProjDF-OT/results_OT/baselines/FEDformer_ETTh2_96_1.0_0.0_0.0005_type1_10_3_32
FEDformer,192,ETTh2,0.0005,32,3,0,10,type1,0.4562305212020874,0.45565053820610046,/mnt/tidalfs-bdsz01/usr/panlicheng/workspace/ProjDF-OT/results_OT/baselines/FEDformer_ETTh2_192_1.0_0.0_0.0005_type1_10_3_32
FEDformer,336,ETTh2,0.0005,32,3,0,10,type1,0.4771290719509125,0.49171051383018494,/mnt/tidalfs-bdsz01/usr/panlicheng/workspace/ProjDF-OT/results_OT/baselines/FEDformer_ETTh2_336_1.0_0.0_0.0005_type1_10_3_32
FEDformer,720,ETTh2,0.0005,32,3,0,10,type1,0.5221592783927917,0.5053715109825134,/mnt/tidalfs-bdsz01/usr/panlicheng/workspace/ProjDF-OT/results_OT/baselines/FEDformer_ETTh2_720_1.0_0.0_0.0005_type1_10_3_32
FEDformer,96,ETTm1,0.0005,32,3,0,10,type1,0.40084582567214966,0.4336603879928589,/mnt/tidalfs-bdsz01/usr/panlicheng/workspace/ProjDF-OT/results_OT/baselines/FEDformer_ETTm1_96_1.0_0.0_0.0005_type1_10_3_32
FEDformer,192,ETTm1,0.0005,32,3,0,10,type1,0.41489800810813904,0.4464244246482849,/mnt/tidalfs-bdsz01/usr/panlicheng/workspace/ProjDF-OT/results_OT/baselines/FEDformer_ETTm1_192_1.0_0.0_0.0005_type1_10_3_32
FEDformer,336,ETTm1,0.0005,32,3,0,10,type1,0.43181854486465454,0.44956713914871216,/mnt/tidalfs-bdsz01/usr/panlicheng/workspace/ProjDF-OT/results_OT/baselines/FEDformer_ETTm1_336_1.0_0.0_0.0005_type1_10_3_32
FEDformer,720,ETTm1,0.0005,32,3,0,10,type1,0.522394061088562,0.5000726580619812,/mnt/tidalfs-bdsz01/usr/panlicheng/workspace/ProjDF-OT/results_OT/baselines/FEDformer_ETTm1_720_1.0_0.0_0.0005_type1_10_3_32
FEDformer,96,ETTm2,0.0005,32,3,0,10,type1,0.2054848074913025,0.28906822204589844,/mnt/tidalfs-bdsz01/usr/panlicheng/workspace/ProjDF-OT/results_OT/baselines/FEDformer_ETTm2_96_1.0_0.0_0.0005_type1_10_3_32
FEDformer,192,ETTm2,0.0005,32,3,0,10,type1,0.27069008350372314,0.33441677689552307,/mnt/tidalfs-bdsz01/usr/panlicheng/workspace/ProjDF-OT/results_OT/baselines/FEDformer_ETTm2_192_1.0_0.0_0.0005_type1_10_3_32
FEDformer,336,ETTm2,0.0005,32,3,0,10,type1,0.32717856764793396,0.36593323945999146,/mnt/tidalfs-bdsz01/usr/panlicheng/workspace/ProjDF-OT/results_OT/baselines/FEDformer_ETTm2_336_1.0_0.0_0.0005_type1_10_3_32
FEDformer,720,ETTm2,0.0005,32,3,0,10,type1,0.42774248123168945,0.4252030551433563,/mnt/tidalfs-bdsz01/usr/panlicheng/workspace/ProjDF-OT/results_OT/baselines/FEDformer_ETTm2_720_1.0_0.0_0.0005_type1_10_3_32
FEDformer,12,PEMS03,0.0005,32,3,0,10,type1,0.10845185071229935,0.2286282479763031,/mnt/tidalfs-bdsz01/usr/panlicheng/workspace/ProjDF-OT/results_OT/baselines/FEDformer_PEMS03_12_1.0_0.0_0.0005_type1_10_3_32
FEDformer,24,PEMS03,0.0005,32,3,0,10,type1,0.130944162607193,0.2545838952064514,/mnt/tidalfs-bdsz01/usr/panlicheng/workspace/ProjDF-OT/results_OT/baselines/FEDformer_PEMS03_24_1.0_0.0_0.0005_type1_10_3_32
FEDformer,36,PEMS03,0.0005,32,3,0,10,type1,0.15922193229198456,0.28498658537864685,/mnt/tidalfs-bdsz01/usr/panlicheng/workspace/ProjDF-OT/results_OT/baselines/FEDformer_PEMS03_36_1.0_0.0_0.0005_type1_10_3_32
FEDformer,48,PEMS03,0.0005,32,3,0,10,type1,0.20909246802330017,0.33100083470344543,/mnt/tidalfs-bdsz01/usr/panlicheng/workspace/ProjDF-OT/results_OT/baselines/FEDformer_PEMS03_48_1.0_0.0_0.0005_type1_10_3_32
FEDformer,12,PEMS08,0.0005,32,3,0,10,type1,0.162519171833992,0.2577342689037323,/mnt/tidalfs-bdsz01/usr/panlicheng/workspace/ProjDF-OT/results_OT/baselines/FEDformer_PEMS08_12_1.0_0.0_0.0005_type1_10_3_32
FEDformer,24,PEMS08,0.0005,32,3,0,10,type1,0.1970776915550232,0.28758424520492554,/mnt/tidalfs-bdsz01/usr/panlicheng/workspace/ProjDF-OT/results_OT/baselines/FEDformer_PEMS08_24_1.0_0.0_0.0005_type1_10_3_32
FEDformer,36,PEMS08,0.0005,32,3,0,10,type1,0.24118943512439728,0.3262353539466858,/mnt/tidalfs-bdsz01/usr/panlicheng/workspace/ProjDF-OT/results_OT/baselines/FEDformer_PEMS08_36_1.0_0.0_0.0005_type1_10_3_32
FEDformer,48,PEMS08,0.0005,32,3,0,10,type1,0.3020095229148865,0.3751170337200165,/mnt/tidalfs-bdsz01/usr/panlicheng/workspace/ProjDF-OT/results_OT/baselines/FEDformer_PEMS08_48_1.0_0.0_0.0005_type1_10_3_32
FEDformer,96,Traffic,0.0005,4,3,0,10,type1,0.5882208347320557,0.36691123247146606,/mnt/tidalfs-bdsz01/usr/panlicheng/workspace/ProjDF-OT/results_OT/baselines/FEDformer_Traffic_96_1.0_0.0_0.0005_type1_10_3_4
FEDformer,192,Traffic,0.0005,4,3,0,10,type1,0.61347496509552,0.3767834007740021,/mnt/tidalfs-bdsz01/usr/panlicheng/workspace/ProjDF-OT/results_OT/baselines/FEDformer_Traffic_192_1.0_0.0_0.0005_type1_10_3_4
FEDformer,336,Traffic,0.0005,4,3,0,10,type1,0.6395249366760254,0.3977344334125519,/mnt/tidalfs-bdsz01/usr/panlicheng/workspace/ProjDF-OT/results_OT/baselines/FEDformer_Traffic_336_1.0_0.0_0.0005_type1_10_3_4
FEDformer,720,Traffic,0.0005,4,3,0,10,type1,0.7178198099136353,0.45003238320350647,/mnt/tidalfs-bdsz01/usr/panlicheng/workspace/ProjDF-OT/results_OT/baselines/FEDformer_Traffic_720_1.0_0.0_0.0005_type1_10_3_4
FEDformer,96,Weather,0.0005,32,3,0,10,type1,0.23454812169075012,0.31010717153549194,/mnt/tidalfs-bdsz01/usr/panlicheng/workspace/ProjDF-OT/results_OT/baselines/FEDformer_Weather_96_1.0_0.0_0.0005_type1_10_3_32
FEDformer,192,Weather,0.0005,32,3,0,10,type1,0.2949097454547882,0.3527556359767914,/mnt/tidalfs-bdsz01/usr/panlicheng/workspace/ProjDF-OT/results_OT/baselines/FEDformer_Weather_192_1.0_0.0_0.0005_type1_10_3_32
FEDformer,336,Weather,0.0005,32,3,0,10,type1,0.36409318447113037,0.39683905243873596,/mnt/tidalfs-bdsz01/usr/panlicheng/workspace/ProjDF-OT/results_OT/baselines/FEDformer_Weather_336_1.0_0.0_0.0005_type1_10_3_32
FEDformer,720,Weather,0.0005,32,3,0,10,type1,0.41111329197883606,0.42850178480148315,/mnt/tidalfs-bdsz01/usr/panlicheng/workspace/ProjDF-OT/results_OT/baselines/FEDformer_Weather_720_1.0_0.0_0.0005_type1_10_3_32
FreTS,96,ECL,0.0005,16,3,0,10,type1,0.1799144744873047,0.2663211524486542,/mnt/tidalfs-bdsz01/usr/panlicheng/workspace/ProjDF-OT/results_OT/baselines/FreTS_ECL_96_1.0_0.0_0.0005_type1_10_3_16
FreTS,192,ECL,0.0005,16,3,0,10,type1,0.18419094383716583,0.27248385548591614,/mnt/tidalfs-bdsz01/usr/panlicheng/workspace/ProjDF-OT/results_OT/baselines/FreTS_ECL_192_1.0_0.0_0.0005_type1_10_3_16
FreTS,336,ECL,0.0005,16,3,0,10,type1,0.19920453429222107,0.2896699607372284,/mnt/tidalfs-bdsz01/usr/panlicheng/workspace/ProjDF-OT/results_OT/baselines/FreTS_ECL_336_1.0_0.0_0.0005_type1_10_3_16
FreTS,720,ECL,0.0005,16,3,0,10,type1,0.23437091708183289,0.32192981243133545,/mnt/tidalfs-bdsz01/usr/panlicheng/workspace/ProjDF-OT/results_OT/baselines/FreTS_ECL_720_1.0_0.0_0.0005_type1_10_3_16
FreTS,96,ETTh1,0.0005,32,3,0,10,type1,0.39820852875709534,0.40934276580810547,/mnt/tidalfs-bdsz01/usr/panlicheng/workspace/ProjDF-OT/results_OT/baselines/FreTS_ETTh1_96_1.0_0.0_0.0005_type1_10_3_32
FreTS,192,ETTh1,0.0005,32,3,0,10,type1,0.4508873522281647,0.4424583613872528,/mnt/tidalfs-bdsz01/usr/panlicheng/workspace/ProjDF-OT/results_OT/baselines/FreTS_ETTh1_192_1.0_0.0_0.0005_type1_10_3_32
FreTS,336,ETTh1,0.0005,32,3,0,10,type1,0.5005543828010559,0.4715646505355835,/mnt/tidalfs-bdsz01/usr/panlicheng/workspace/ProjDF-OT/results_OT/baselines/FreTS_ETTh1_336_1.0_0.0_0.0005_type1_10_3_32
FreTS,720,ETTh1,0.0005,32,3,0,10,type1,0.6076951622962952,0.5706942081451416,/mnt/tidalfs-bdsz01/usr/panlicheng/workspace/ProjDF-OT/results_OT/baselines/FreTS_ETTh1_720_1.0_0.0_0.0005_type1_10_3_32
FreTS,96,ETTh2,0.0005,32,3,0,10,type1,0.315257728099823,0.3736221492290497,/mnt/tidalfs-bdsz01/usr/panlicheng/workspace/ProjDF-OT/results_OT/baselines/FreTS_ETTh2_96_1.0_0.0_0.0005_type1_10_3_32
FreTS,192,ETTh2,0.0005,32,3,0,10,type1,0.46607840061187744,0.4665719270706177,/mnt/tidalfs-bdsz01/usr/panlicheng/workspace/ProjDF-OT/results_OT/baselines/FreTS_ETTh2_192_1.0_0.0_0.0005_type1_10_3_32
FreTS,336,ETTh2,0.0005,32,3,0,10,type1,0.521734356880188,0.5018897652626038,/mnt/tidalfs-bdsz01/usr/panlicheng/workspace/ProjDF-OT/results_OT/baselines/FreTS_ETTh2_336_1.0_0.0_0.0005_type1_10_3_32
FreTS,720,ETTh2,0.0005,32,3,0,10,type1,0.7920379042625427,0.642590343952179,/mnt/tidalfs-bdsz01/usr/panlicheng/workspace/ProjDF-OT/results_OT/baselines/FreTS_ETTh2_720_1.0_0.0_0.0005_type1_10_3_32
FreTS,96,ETTm1,0.0005,32,3,0,10,type1,0.3418392539024353,0.3745572566986084,/mnt/tidalfs-bdsz01/usr/panlicheng/workspace/ProjDF-OT/results_OT/baselines/FreTS_ETTm1_96_1.0_0.0_0.0005_type1_10_3_32
FreTS,192,ETTm1,0.0005,32,3,0,10,type1,0.38453584909439087,0.40040743350982666,/mnt/tidalfs-bdsz01/usr/panlicheng/workspace/ProjDF-OT/results_OT/baselines/FreTS_ETTm1_192_1.0_0.0_0.0005_type1_10_3_32
FreTS,336,ETTm1,0.0005,32,3,0,10,type1,0.41598597168922424,0.42057767510414124,/mnt/tidalfs-bdsz01/usr/panlicheng/workspace/ProjDF-OT/results_OT/baselines/FreTS_ETTm1_336_1.0_0.0_0.0005_type1_10_3_32
FreTS,720,ETTm1,0.0005,32,3,0,10,type1,0.5133016705513,0.4891858696937561,/mnt/tidalfs-bdsz01/usr/panlicheng/workspace/ProjDF-OT/results_OT/baselines/FreTS_ETTm1_720_1.0_0.0_0.0005_type1_10_3_32
FreTS,96,ETTm2,0.0005,32,3,0,10,type1,0.18836908042430878,0.2787044942378998,/mnt/tidalfs-bdsz01/usr/panlicheng/workspace/ProjDF-OT/results_OT/baselines/FreTS_ETTm2_96_1.0_0.0_0.0005_type1_10_3_32
FreTS,192,ETTm2,0.0005,32,3,0,10,type1,0.2641710340976715,0.3291310966014862,/mnt/tidalfs-bdsz01/usr/panlicheng/workspace/ProjDF-OT/results_OT/baselines/FreTS_ETTm2_192_1.0_0.0_0.0005_type1_10_3_32
FreTS,336,ETTm2,0.0005,32,3,0,10,type1,0.3223746418952942,0.3691590428352356,/mnt/tidalfs-bdsz01/usr/panlicheng/workspace/ProjDF-OT/results_OT/baselines/FreTS_ETTm2_336_1.0_0.0_0.0005_type1_10_3_32
FreTS,720,ETTm2,0.0005,32,3,0,10,type1,0.4890476167201996,0.48154136538505554,/mnt/tidalfs-bdsz01/usr/panlicheng/workspace/ProjDF-OT/results_OT/baselines/FreTS_ETTm2_720_1.0_0.0_0.0005_type1_10_3_32
FreTS,12,PEMS03,0.0005,32,3,0,10,type1,0.0853414535522461,0.197742760181427,/mnt/tidalfs-bdsz01/usr/panlicheng/workspace/ProjDF-OT/results_OT/baselines/FreTS_PEMS03_12_1.0_0.0_0.0005_type1_10_3_32
FreTS,24,PEMS03,0.0005,32,3,0,10,type1,0.12895967066287994,0.24366997182369232,/mnt/tidalfs-bdsz01/usr/panlicheng/workspace/ProjDF-OT/results_OT/baselines/FreTS_PEMS03_24_1.0_0.0_0.0005_type1_10_3_32
FreTS,36,PEMS03,0.0005,32,3,0,10,type1,0.1729929894208908,0.28586986660957336,/mnt/tidalfs-bdsz01/usr/panlicheng/workspace/ProjDF-OT/results_OT/baselines/FreTS_PEMS03_36_1.0_0.0_0.0005_type1_10_3_32
FreTS,48,PEMS03,0.0005,32,3,0,10,type1,0.20686030387878418,0.3151184022426605,/mnt/tidalfs-bdsz01/usr/panlicheng/workspace/ProjDF-OT/results_OT/baselines/FreTS_PEMS03_48_1.0_0.0_0.0005_type1_10_3_32
FreTS,12,PEMS08,0.0005,32,3,0,10,type1,0.09620891511440277,0.2052035927772522,/mnt/tidalfs-bdsz01/usr/panlicheng/workspace/ProjDF-OT/results_OT/baselines/FreTS_PEMS08_12_1.0_0.0_0.0005_type1_10_3_32
FreTS,24,PEMS08,0.0005,32,3,0,10,type1,0.15055787563323975,0.2583062946796417,/mnt/tidalfs-bdsz01/usr/panlicheng/workspace/ProjDF-OT/results_OT/baselines/FreTS_PEMS08_24_1.0_0.0_0.0005_type1_10_3_32
FreTS,36,PEMS08,0.0005,32,3,0,10,type1,0.20311599969863892,0.30290594696998596,/mnt/tidalfs-bdsz01/usr/panlicheng/workspace/ProjDF-OT/results_OT/baselines/FreTS_PEMS08_36_1.0_0.0_0.0005_type1_10_3_32
FreTS,48,PEMS08,0.0005,32,3,0,10,type1,0.24685314297676086,0.33438825607299805,/mnt/tidalfs-bdsz01/usr/panlicheng/workspace/ProjDF-OT/results_OT/baselines/FreTS_PEMS08_48_1.0_0.0_0.0005_type1_10_3_32
FreTS,96,Traffic,0.0005,8,3,0,10,type1,0.5314222574234009,0.32329925894737244,/mnt/tidalfs-bdsz01/usr/panlicheng/workspace/ProjDF-OT/results_OT/baselines/FreTS_Traffic_96_1.0_0.0_0.0005_type1_10_3_8
FreTS,192,Traffic,0.0005,8,3,0,10,type1,0.5185437798500061,0.32141876220703125,/mnt/tidalfs-bdsz01/usr/panlicheng/workspace/ProjDF-OT/results_OT/baselines/FreTS_Traffic_192_1.0_0.0_0.0005_type1_10_3_8
FreTS,336,Traffic,0.0005,8,3,0,10,type1,0.5291821360588074,0.3274318277835846,/mnt/tidalfs-bdsz01/usr/panlicheng/workspace/ProjDF-OT/results_OT/baselines/FreTS_Traffic_336_1.0_0.0_0.0005_type1_10_3_8
